Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
BRA,Growing maize industry,Oceania and Asia,Eastern_Asia,9039.30652569774,Outside EU law
ARG,Growing maize industry,Oceania and Asia,Eastern_Asia,139.268934762185,Outside EU law
MYS,Growing maize industry,Oceania and Asia,Eastern_Asia,9.7520138513789,Outside EU law
PRY,Growing maize industry,Oceania and Asia,Eastern_Asia,2330.25631433541,Outside EU law
IDN,Growing maize industry,Oceania and Asia,Eastern_Asia,2478.16902697726,Outside EU law
PER,Growing maize industry,Oceania and Asia,Eastern_Asia,35.2195329611808,Outside EU law
CIV,Growing maize industry,Oceania and Asia,Eastern_Asia,19.6749358524264,Outside EU law
COD,Growing maize industry,Oceania and Asia,Eastern_Asia,14.5342279055185,Outside EU law
GHA,Growing maize industry,Oceania and Asia,Eastern_Asia,229.348487650991,Outside EU law
AGO,Growing maize industry,Oceania and Asia,Eastern_Asia,126.846937874767,Outside EU law
CIV,Growing tobacco industry,Oceania and Asia,Eastern_Asia,3.92831906550253e-03,Outside EU law
MYS,Growing tobacco industry,Oceania and Asia,Eastern_Asia,9.24661558685225,Outside EU law
PRY,Growing tobacco industry,Oceania and Asia,Eastern_Asia,2.51174106000343,Outside EU law
PER,Growing tobacco industry,Oceania and Asia,Eastern_Asia,1.37931347041895e-02,Outside EU law
COD,Growing tobacco industry,Oceania and Asia,Eastern_Asia,0.921434946627641,Outside EU law
BRA,Growing tobacco industry,Oceania and Asia,Eastern_Asia,121.202533635048,Outside EU law
GHA,Growing tobacco industry,Oceania and Asia,Eastern_Asia,4.04417756554004,Outside EU law
IDN,Growing tobacco industry,Oceania and Asia,Eastern_Asia,277.227883917659,Outside EU law
COL,Growing tobacco industry,Oceania and Asia,Eastern_Asia,11.9500150122555,Outside EU law
ARG,Growing tobacco industry,Oceania and Asia,Eastern_Asia,1.84363311333322,Outside EU law
AGO,Growing tobacco industry,Oceania and Asia,Eastern_Asia,3.89835634792355e-05,Outside EU law
GHA,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,0.571877718989948,Outside EU law
BRA,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,4286.58484438579,Outside EU law
ARG,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,34.0262374643147,Outside EU law
MYS,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,21.8279088125985,Outside EU law
COL,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,1.56484993751304,Outside EU law
CIV,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,757.463063613715,Outside EU law
IDN,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,27.8683375999296,Outside EU law
PER,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,19.2357279381001,Outside EU law
AGO,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,4.60897909225786e-04,Outside EU law
PRY,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,255.129943715361,Outside EU law
COD,Growing fibre crops industry,Oceania and Asia,Eastern_Asia,4.68190811624432,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,411.519552044029,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,5.36671219151885,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,0.123671928260576,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,120.754285396968,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,1.615391065007,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,49.1576557165669,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,59.2922233156611,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,0.158941929315812,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,230.732348452839,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,6.02253617449891e-03,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",Oceania and Asia,Eastern_Asia,2.79426382871667,Within EU law
COL,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,5.43783853953875,Within EU law
ARG,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,0,Within EU law
COD,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,1.23672664231263,Within EU law
GHA,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,385.990050580686,Within EU law
CIV,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,115.054008613465,Within EU law
AGO,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,5.28724888643715e-02,Within EU law
PRY,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,0,Within EU law
MYS,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,9.41950434276163,Within EU law
IDN,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,144.841227333067,Within EU law
PER,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,141.363096776149,Within EU law
BRA,Growing crops n.e.c. industry,Oceania and Asia,Eastern_Asia,46.9367874757772,Within EU law
COL,Growing wheat industry,Oceania and Asia,Eastern_Asia,0.149939667523099,Outside EU law
BRA,Growing wheat industry,Oceania and Asia,Eastern_Asia,1255.72841929355,Outside EU law
AGO,Growing wheat industry,Oceania and Asia,Eastern_Asia,9.66683676302357e-02,Outside EU law
PER,Growing wheat industry,Oceania and Asia,Eastern_Asia,16.3341826344543,Outside EU law
PRY,Growing wheat industry,Oceania and Asia,Eastern_Asia,84.3334460151227,Outside EU law
MYS,Growing wheat industry,Oceania and Asia,Eastern_Asia,0,Outside EU law
CIV,Growing wheat industry,Oceania and Asia,Eastern_Asia,0,Outside EU law
IDN,Growing wheat industry,Oceania and Asia,Eastern_Asia,0,Outside EU law
ARG,Growing wheat industry,Oceania and Asia,Eastern_Asia,44.3026285265029,Outside EU law
GHA,Growing wheat industry,Oceania and Asia,Eastern_Asia,0,Outside EU law
COD,Growing wheat industry,Oceania and Asia,Eastern_Asia,0.308520369471783,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,222.786324634341,Within EU law
CIV,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,13.0495551351683,Within EU law
IDN,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,19472.1575769754,Within EU law
BRA,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,63422.5598891301,Within EU law
MYS,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,10306.1105231438,Within EU law
PER,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,60.3168653717428,Within EU law
GHA,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,417.336476042281,Within EU law
COD,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,1.06398859520853,Within EU law
COL,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,62.0504630998708,Within EU law
PRY,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,2769.30338291816,Within EU law
AGO,Growing leguminous crops and oil seeds industry,Oceania and Asia,Eastern_Asia,0.319590581632026,Within EU law
IDN,Growing fruits and nuts industry,Local consumption,Local consumption,3716.58843845296,Outside EU law
PRY,Growing fruits and nuts industry,Local consumption,Local consumption,129.264349317236,Outside EU law
AGO,Growing fruits and nuts industry,Local consumption,Local consumption,1859.26793582767,Outside EU law
COD,Growing fruits and nuts industry,Local consumption,Local consumption,9622.18217472595,Outside EU law
CIV,Growing fruits and nuts industry,Local consumption,Local consumption,144.21819507641,Outside EU law
MYS,Growing fruits and nuts industry,Local consumption,Local consumption,428.796604794636,Outside EU law
PER,Growing fruits and nuts industry,Local consumption,Local consumption,1138.84545526707,Outside EU law
COL,Growing fruits and nuts industry,Local consumption,Local consumption,3296.85769068126,Outside EU law
BRA,Growing fruits and nuts industry,Local consumption,Local consumption,97.8362497168556,Outside EU law
GHA,Growing fruits and nuts industry,Local consumption,Local consumption,892.710348604032,Outside EU law
ARG,Growing fruits and nuts industry,Local consumption,Local consumption,8.57937684968539,Outside EU law
BRA,Raising of cattle industry,Local consumption,Local consumption,258965.017080314,Within EU law
PRY,Raising of cattle industry,Local consumption,Local consumption,2361.21094012463,Within EU law
GHA,Raising of cattle industry,Local consumption,Local consumption,7255.42086813833,Within EU law
CIV,Raising of cattle industry,Local consumption,Local consumption,8813.05538403511,Within EU law
MYS,Raising of cattle industry,Local consumption,Local consumption,1854.54934582801,Within EU law
IDN,Raising of cattle industry,Local consumption,Local consumption,60882.7964197207,Within EU law
ARG,Raising of cattle industry,Local consumption,Local consumption,33368.0231706061,Within EU law
AGO,Raising of cattle industry,Local consumption,Local consumption,304118.253673813,Within EU law
PER,Raising of cattle industry,Local consumption,Local consumption,4942.88167783696,Within EU law
COD,Raising of cattle industry,Local consumption,Local consumption,3616.06403333184,Within EU law
COL,Raising of cattle industry,Local consumption,Local consumption,38806.4380610377,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,145.32219696565,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,11904.818319577,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,170.298324559699,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,36.8439551840189,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,29.5648649273309,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,1717.87300689292,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,131.441622297783,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,2.5984535684681e-03,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,15.2484644163037,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",Local consumption,Local consumption,6.90861602491285,Outside EU law
PRY,Growing rice industry,Local consumption,Local consumption,647.804319991449,Outside EU law
BRA,Growing rice industry,Local consumption,Local consumption,608.134425113452,Outside EU law
AGO,Growing rice industry,Local consumption,Local consumption,50.7123887027646,Outside EU law
CIV,Growing rice industry,Local consumption,Local consumption,2527.96605669057,Outside EU law
IDN,Growing rice industry,Local consumption,Local consumption,20354.9101677883,Outside EU law
COL,Growing rice industry,Local consumption,Local consumption,3887.57001629839,Outside EU law
PER,Growing rice industry,Local consumption,Local consumption,2620.50736532237,Outside EU law
MYS,Growing rice industry,Local consumption,Local consumption,6308.96708921042,Outside EU law
ARG,Growing rice industry,Local consumption,Local consumption,4.99832042778684,Outside EU law
COD,Growing rice industry,Local consumption,Local consumption,17034.0342798459,Outside EU law
GHA,Growing rice industry,Local consumption,Local consumption,32185.8109008669,Outside EU law
IDN,Growing sugar beet and cane industry,Local consumption,Local consumption,1365.9837605441,Outside EU law
COD,Growing sugar beet and cane industry,Local consumption,Local consumption,38.0082260397561,Outside EU law
AGO,Growing sugar beet and cane industry,Local consumption,Local consumption,11.8508772901488,Outside EU law
BRA,Growing sugar beet and cane industry,Local consumption,Local consumption,8556.91558649915,Outside EU law
PER,Growing sugar beet and cane industry,Local consumption,Local consumption,528.905181741912,Outside EU law
GHA,Growing sugar beet and cane industry,Local consumption,Local consumption,273.864800274786,Outside EU law
ARG,Growing sugar beet and cane industry,Local consumption,Local consumption,16.3409423559434,Outside EU law
COL,Growing sugar beet and cane industry,Local consumption,Local consumption,2583.47488063697,Outside EU law
PRY,Growing sugar beet and cane industry,Local consumption,Local consumption,55.0576051492944,Outside EU law
CIV,Growing sugar beet and cane industry,Local consumption,Local consumption,17.7886942318155,Outside EU law
MYS,Growing sugar beet and cane industry,Local consumption,Local consumption,53.4505904315516,Outside EU law
COL,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,4917.19752657775,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,895.024908203154,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,170.842384671761,Outside EU law
PER,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,2094.87589570038,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,10944.5115173863,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,34255.9382995958,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,1338.6008919444,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,32061.5588595119,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,9010.8810912441,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Local consumption,Local consumption,6060.64782878053,Outside EU law
IDN,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
BRA,Growing grapes industry,Local consumption,Local consumption,1.81596391846693,Outside EU law
AGO,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
PER,Growing grapes industry,Local consumption,Local consumption,134.354891747435,Outside EU law
PRY,Growing grapes industry,Local consumption,Local consumption,7.31462819102013e-03,Outside EU law
MYS,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
COL,Growing grapes industry,Local consumption,Local consumption,23.0307088483461,Outside EU law
COD,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
CIV,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
ARG,Growing grapes industry,Local consumption,Local consumption,1.63147758325216,Outside EU law
GHA,Growing grapes industry,Local consumption,Local consumption,0,Outside EU law
ARG,Growing cereals n.e.c industry,Local consumption,Local consumption,184.959266555912,Outside EU law
PRY,Growing cereals n.e.c industry,Local consumption,Local consumption,74.149358344779,Outside EU law
AGO,Growing cereals n.e.c industry,Local consumption,Local consumption,1535.20254835611,Outside EU law
CIV,Growing cereals n.e.c industry,Local consumption,Local consumption,440.489056596862,Outside EU law
GHA,Growing cereals n.e.c industry,Local consumption,Local consumption,2298.08161924977,Outside EU law
IDN,Growing cereals n.e.c industry,Local consumption,Local consumption,0,Outside EU law
BRA,Growing cereals n.e.c industry,Local consumption,Local consumption,4066.89064767529,Outside EU law
MYS,Growing cereals n.e.c industry,Local consumption,Local consumption,0,Outside EU law
COD,Growing cereals n.e.c industry,Local consumption,Local consumption,287.718231315607,Outside EU law
PER,Growing cereals n.e.c industry,Local consumption,Local consumption,503.99865731911,Outside EU law
COL,Growing cereals n.e.c industry,Local consumption,Local consumption,96.326426560173,Outside EU law
COL,Growing maize industry,Local consumption,Local consumption,1497.55844476468,Outside EU law
BRA,Growing maize industry,Local consumption,Local consumption,11892.8752615721,Outside EU law
ARG,Growing maize industry,Local consumption,Local consumption,223.652343685613,Outside EU law
MYS,Growing maize industry,Local consumption,Local consumption,9.95268861392228,Outside EU law
PRY,Growing maize industry,Local consumption,Local consumption,38.6845299494775,Outside EU law
IDN,Growing maize industry,Local consumption,Local consumption,51046.4578509393,Outside EU law
PER,Growing maize industry,Local consumption,Local consumption,1470.18049991506,Outside EU law
CIV,Growing maize industry,Local consumption,Local consumption,350.051285067154,Outside EU law
COD,Growing maize industry,Local consumption,Local consumption,12528.9786219363,Outside EU law
GHA,Growing maize industry,Local consumption,Local consumption,13671.9341798235,Outside EU law
AGO,Growing maize industry,Local consumption,Local consumption,20827.6501590167,Outside EU law
CIV,Growing tobacco industry,Local consumption,Local consumption,41.3589142290613,Outside EU law
MYS,Growing tobacco industry,Local consumption,Local consumption,4.81445119127493,Outside EU law
PRY,Growing tobacco industry,Local consumption,Local consumption,2.87586029034597,Outside EU law
